Colony,Dominant_Period,cf_wavelet,Date_of_recording,Species,Origin,Date_of_collection,No_of_ants,Dominant_Period_trim,cf_wavelet_trim,Dominant_Period_trim_10hrs,cf_wavelet_trim_10hrs
BCGT1,39.50105711,3.003725735,10/9/2022,Temnothorax_subditivus,Barton_Creek_Greenbelt_Austin_TX,4/23/2022,112,39.50105711,3.102611364,39.50105711,3.047471995
BCGT1,32.0848283,2.579362555,5/16/2022,Temnothorax_subditivus,Barton_Creek_Greenbelt_Austin_TX,4/23/2022,65,13.96573267,2.689710422,13.96573267,2.483124846
BCGT1,32.0848283,2.566914372,6/12/2022,Temnothorax_subditivus,Barton_Creek_Greenbelt_Austin_TX,4/23/2022,89,29.93620333,2.354546308,24.31575289,2.434527362
BFLT1,34.38766752,3.48909899,7/30/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/25/2022,8,32.0848283,3.291653753,32.0848283,3.053606035
BFLT1,39.50105711,2.970652843,9/2/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/25/2022,9,27.93146535,2.675110637,39.50105711,3.074115982
BFLT3,36.85578948,4.761933646,10/18/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/25/2022,17,34.38766752,4.236755014,36.85578948,4.290125686
BFLT3,27.93146535,2.590576195,6/14/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/25/2022,5,17.19383376,2.621126281,17.19383376,2.525664216
BFLT3,36.85578948,4.255633729,9/27/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/25/2022,14,36.85578948,3.840864729,36.85578948,4.100335717
BFLT4,34.38766752,4.444155924,7/30/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/25/2022,15,36.85578948,4.495014646,36.85578948,4.537178495
BFLT4,36.85578948,4.660291433,10/28/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/25/2022,20,36.85578948,4.340441508,36.85578948,4.291133252
BFLT4,29.93620333,4.598613199,5/16/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/25/2022,6,29.93620333,4.185276706,29.93620333,4.088029472
BFLT4,34.38766752,4.799810951,6/12/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/25/2022,10,34.38766752,4.912309443,34.38766752,4.902796915
BFLT5,34.38766752,4.788636193,10/25/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/26/2022,36,39.50105711,3.834508056,36.85578948,4.096766142
BFLT5,36.85578948,3.990404252,10/20/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/26/2022,34,39.50105711,3.505847891,39.50105711,3.937857795
BFLT5,29.93620333,2.79882237,6/14/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/26/2022,23,27.93146535,2.21271819,29.93620333,2.745493115
BFLT5,32.0848283,3.573978021,5/16/2022,Temnothorax_obturator,Brackenridge_Field_Laboratory_Austin_TX,4/26/2022,18,26.06097867,2.722360716,32.0848283,3.071398394
BFLT6,36.85578948,2.797616983,9/26/2022,Temnothorax_subditivus,Brackenridge_Field_Laboratory_Austin_TX,4/26/2022,83,26.06097867,3.368494387,36.85578948,3.158866288
BFLT6,22.68739966,3.09800211,10/28/2022,Temnothorax_subditivus,Brackenridge_Field_Laboratory_Austin_TX,4/26/2022,85,27.93146535,3.128287777,26.06097867,3.136875197
BFLT6,26.06097867,3.455762297,10/8/2022,Temnothorax_subditivus,Brackenridge_Field_Laboratory_Austin_TX,4/26/2022,85,26.06097867,4.254007759,26.06097867,3.966739287
BFLT6,19.75052856,2.843784448,5/16/2022,Temnothorax_subditivus,Brackenridge_Field_Laboratory_Austin_TX,4/26/2022,72,14.96810166,2.430795275,14.96810166,2.614046084
BFLT6,19.75052856,2.638065708,6/14/2022,Temnothorax_subditivus,Brackenridge_Field_Laboratory_Austin_TX,4/26/2022,83,18.42789474,2.722604573,19.75052856,2.895774552
CASL1,52.12195734,2.899547378,10/15/2022,Leptothorax_crassipilis-nr-a,Ruidoso_NM,8/11/2022,26,39.50105711,3.064592307,52.12195734,3.326495879
CASL1,32.0848283,3.066807197,9/2/2022,Leptothorax_crassipilis-nr-a,Ruidoso_NM,8/11/2022,26,26.06097867,3.301584649,32.0848283,3.390478901
CASL2,84.67236951,2.771403682,10/1/2022,Leptothorax_crassipilis-nr-a,Ruidoso_NM,8/11/2022,240,48.63150578,3.533205189,79.00211422,3.264758258
CASL2,48.63150578,3.464662415,9/2/2022,Leptothorax_crassipilis-nr-a,Ruidoso_NM,8/11/2022,228,48.63150578,2.933132479,52.12195734,3.141068711
CASL3,32.0848283,3.487000258,9/2/2022,Leptothorax_crassipilis-nr-a,Ruidoso_NM,8/13/2022,13,73.71157897,2.44548372,32.0848283,2.963260995
CASL3,29.93620333,4.635761916,10/15/2022,Leptothorax_crassipilis-nr-a,Ruidoso_NM,8/13/2022,16,29.93620333,3.779352493,29.93620333,4.351586274
EGT1,84.67236951,3.498991043,10/23/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,88,29.93620333,3.032863927,29.93620333,2.715947867
EGT1,59.87240666,2.948812271,7/15/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,39,55.86293069,2.974508122,55.86293069,3.030554072
EGT10,64.16965659,5.397379797,10/10/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,214,55.86293069,4.266245064,59.87240666,4.776840939
EGT10,55.86293069,6.190763444,7/15/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,137,59.87240666,6.301513094,59.87240666,5.932965317
EGT11,68.77533504,3.003398001,10/16/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/28/2022,23,26.06097867,2.866272181,36.85578948,2.910965643
EGT11,48.63150578,3.399327992,7/15/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/28/2022,22,45.37479932,3.509917539,45.37479932,3.853707689
EGT12,68.77533504,2.999347229,10/20/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/28/2022,200,64.16965659,3.384073909,59.87240666,3.196068299
EGT12,59.87240666,2.183933213,7/15/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/28/2022,77,19.75052856,2.454509925,19.75052856,2.341518598
EGT13,84.67236951,3.983690379,10/13/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,290,42.33618475,2.849636429,79.00211422,3.364027701
EGT13,52.12195734,7.21382853,7/14/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,115,55.86293069,6.576599824,52.12195734,6.898785216
EGT14,48.63150578,6.637807358,7/14/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,124,48.63150578,5.174654411,52.12195734,5.833636627
EGT14,84.67236951,2.718116465,10/20/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,198,36.85578948,2.741729899,79.00211422,2.815560602
EGT15,119.7448133,2.930149362,7/14/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,102,34.38766752,2.470932941,119.7448133,2.199573175
EGT15,64.16965659,3.241794869,10/13/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,162,68.77533504,3.014502292,45.37479932,3.007572701
EGT15,73.71157897,4.416863843,10/15/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,155,39.50105711,3.563461015,73.71157897,4.159368379
EGT16,52.12195734,4.616635286,7/14/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,159,55.86293069,4.775856892,55.86293069,4.660244648
EGT16,68.77533504,6.804219923,10/18/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,364,68.77533504,5.778671007,68.77533504,6.53049275
EGT17,59.87240666,6.405018442,7/14/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/23/2022,74,64.16965659,5.691703883,59.87240666,5.877214302
EGT17,84.67236951,4.482902673,9/24/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/23/2022,127,39.50105711,3.687640444,39.50105711,3.615843718
EGT2,52.12195734,3.278130979,10/13/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,309,45.37479932,3.447853549,84.67236951,3.61677557
EGT2,52.12195734,3.968465755,7/14/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,137,52.12195734,5.330407333,52.12195734,4.858049771
EGT3,34.38766752,2.935365328,7/14/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,110,36.85578948,3.325076936,36.85578948,3.320440103
EGT3,42.33618475,3.638956582,9/22/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,171,48.63150578,3.152877224,45.37479932,3.797369417
EGT4,64.16965659,3.025599392,10/13/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,188,68.77533504,2.996244373,39.50105711,3.081661524
EGT4,68.77533504,3.271234293,9/24/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,200,24.31575289,2.767971607,68.77533504,3.115351648
EGT4,52.12195734,4.869184439,7/15/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,137,48.63150578,4.499599888,48.63150578,4.354214987
EGT5,59.87240666,3.677875232,10/15/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/23/2022,64,27.93146535,2.769031009,55.86293069,2.878876495
EGT5,55.86293069,5.983506114,7/15/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/23/2022,10,55.86293069,4.7460381,55.86293069,5.318803263
EGT6,52.12195734,6.106950528,7/15/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/23/2022,194,52.12195734,5.234514657,52.12195734,5.158779915
EGT6,73.71157897,3.290995561,10/20/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/23/2022,333,79.00211422,3.092361103,79.00211422,3.462096032
EGT7,52.12195734,6.176429073,7/16/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/23/2022,11,52.12195734,5.081578128,52.12195734,5.748209941
EGT7,45.37479932,3.061479739,10/10/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/23/2022,33,34.38766752,3.302728152,34.38766752,2.994235532
EGT8,48.63150578,4.177636107,7/15/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/23/2022,168,45.37479932,4.029438684,45.37479932,4.133682109
EGT8,68.77533504,4.41403743,10/16/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/23/2022,261,73.71157897,5.155284529,73.71157897,4.70014808
EGT9,79.00211422,3.183717431,10/1/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,114,55.86293069,3.154655173,55.86293069,3.308489607
EGT9,59.87240666,3.688886231,7/15/2022,Temnothorax_rudis,Emigrant_Gap_CA,6/26/2022,32,59.87240666,3.196892226,59.87240666,3.334253025
GLT1,36.85578948,2.321390632,10/20/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,69,22.68739966,2.684799706,34.38766752,2.767203297
GLT1,52.12195734,3.032350232,8/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,64,29.93620333,3.114279097,55.86293069,3.133638455
GLT10,36.85578948,2.47576071,8/15/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,140,16.04241415,2.593533584,24.31575289,2.355296911
GLT10,64.16965659,3.034793302,10/6/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,122,68.77533504,2.494306321,48.63150578,2.854815374
GLT11,26.06097867,2.465392356,8/15/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,12,22.68739966,2.362581418,22.68739966,2.586128733
GLT12,45.37479932,3.009738657,10/16/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,49,42.33618475,2.842271889,45.37479932,3.137823054
GLT12,26.06097867,3.116618713,8/15/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,49,26.06097867,2.730313414,22.68739966,2.69456587
GLT13,29.93620333,3.233864744,10/25/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,60,39.50105711,3.346456837,39.50105711,3.0674632
GLT13,34.38766752,2.542163998,8/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,57,34.38766752,2.844840628,34.38766752,2.827167205
GLT14,29.93620333,3.238591308,10/28/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,6,32.0848283,3.56578807,32.0848283,3.252106541
GLT14,39.50105711,2.367592011,9/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,8,48.63150578,2.497250428,29.93620333,2.492224575
GLT15,59.87240666,2.899543083,10/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,35,17.19383376,3.372538128,17.19383376,2.911101378
GLT15,29.93620333,2.832642783,9/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,38,29.93620333,2.939417235,29.93620333,3.16582969
GLT16,45.37479932,3.050006283,8/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,75,26.06097867,2.924306208,45.37479932,3.170410194
GLT16,42.33618475,2.739156128,10/6/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,79,24.31575289,2.386227339,42.33618475,2.454306045
GLT17,52.12195734,2.363186457,10/23/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,163,26.06097867,2.802129004,34.38766752,2.400131032
GLT17,29.93620333,2.756051482,8/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,164,32.0848283,3.027977532,29.93620333,2.992826516
GLT18,64.16965659,2.546211657,10/28/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,106,27.93146535,2.618970116,27.93146535,2.688419991
GLT18,27.93146535,3.135603388,8/15/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,94,29.93620333,2.934753843,27.93146535,3.343282789
GLT19,45.37479932,3.461661602,10/20/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,94,45.37479932,3.793129674,45.37479932,4.079744352
GLT19,32.0848283,2.485526302,8/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,85,26.06097867,2.825701171,29.93620333,2.602666702
GLT2,48.63150578,2.404242505,10/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,31,42.33618475,2.719645337,45.37479932,2.618267069
GLT2,32.0848283,2.849819014,9/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,32,18.42789474,2.848292273,18.42789474,2.680044496
GLT20,32.0848283,3.185171073,9/27/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,45,32.0848283,3.161867869,32.0848283,3.130322626
GLT20,73.71157897,3.08715706,9/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,45,45.37479932,2.364868391,73.71157897,2.7279426
GLT21,34.38766752,2.575313315,10/28/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,37,32.0848283,3.595208178,32.0848283,3.344676327
GLT21,45.37479932,2.702307765,8/15/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,36,42.33618475,2.731286996,42.33618475,2.610085901
GLT22,32.0848283,2.781059459,8/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,59,48.63150578,3.111294747,48.63150578,2.932906324
GLT22,45.37479932,3.108449695,10/6/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,61,55.86293069,2.444301874,45.37479932,2.642364721
GLT23,42.33618475,2.933275645,8/15/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,223,42.33618475,3.302549379,42.33618475,3.200448749
GLT23,64.16965659,2.792158425,10/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,215,39.50105711,2.514660001,64.16965659,2.73293522
GLT24,42.33618475,3.0415304,9/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,103,29.93620333,2.857687455,42.33618475,2.794132591
GLT24,26.06097867,2.852268997,10/10/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,109,24.31575289,2.860544822,24.31575289,2.880347992
GLT25,21.16809238,2.971016201,8/15/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,163,22.68739966,3.453321637,21.16809238,3.139399562
GLT25,34.38766752,2.698310691,10/1/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,158,16.04241415,2.29567322,27.93146535,2.484345263
GLT26,42.33618475,2.910258409,10/1/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,122,45.37479932,3.109408468,45.37479932,2.748266613
GLT26,26.06097867,3.279579854,8/15/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,133,26.06097867,3.840956719,26.06097867,3.707909907
GLT27,26.06097867,2.801264782,8/15/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,62,27.93146535,2.821383723,27.93146535,2.790070762
GLT27,36.85578948,2.360843891,10/22/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,67,36.85578948,2.888359789,34.38766752,2.61128344
GLT3,79.00211422,2.683175847,10/13/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,158,55.86293069,2.640122961,59.87240666,2.612873713
GLT3,27.93146535,2.703342228,9/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,144,34.38766752,2.98475156,32.0848283,3.171521416
GLT4,32.0848283,3.250421559,8/15/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,201,27.93146535,3.729850104,32.0848283,3.579972827
GLT4,59.87240666,2.493031142,10/25/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,209,39.50105711,2.743149662,39.50105711,2.662240026
GLT5,45.37479932,3.327166143,10/21/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,41,45.37479932,3.759788656,45.37479932,3.845492362
GLT5,18.42789474,2.632194392,8/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,44,18.42789474,2.56251769,18.42789474,2.681379705
GLT7,79.00211422,3.263752039,10/10/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,74,52.12195734,2.952412514,52.12195734,2.750948175
GLT7,32.0848283,2.471868147,10/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,161,45.37479932,2.726347195,19.75052856,2.615191385
GLT7,90.74959865,2.775411813,8/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,77,26.06097867,2.828344695,26.06097867,3.014653782
GLT8,22.68739966,2.882598917,10/10/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,73,22.68739966,2.568484516,22.68739966,2.510636451
GLT8,26.06097867,3.141494421,8/15/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,71,24.31575289,3.926777151,24.31575289,3.461287603
GLT9,32.0848283,2.618293617,8/18/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,174,45.37479932,2.899206886,45.37479932,2.742789952
GLT9,27.93146535,2.842382646,10/6/2022,Temnothorax_curvispinosus,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/27/2022,191,48.63150578,2.749627167,48.63150578,2.660842583
GLTa1,29.93620333,2.884266818,10/22/2022,Tapinoma_sessile,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,42,27.93146535,3.071153906,29.93620333,3.497162998
GLTa1,42.33618475,2.796269337,10/6/2022,Tapinoma_sessile,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,44,27.93146535,3.047262027,27.93146535,2.996292283
GLTa3,14.96810166,2.271973214,10/22/2022,Tapinoma_sessile,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,127,16.04241415,2.747655523,14.96810166,2.541566857
GLTa3,32.0848283,2.816138408,9/26/2022,Tapinoma_sessile,Griffy_Lake_Nature_Preserve_Bloomington_IN,7/26/2022,129,19.75052856,3.18142591,19.75052856,2.949929529
HM1T10,39.50105711,3.511938478,6/3/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/22/2022,78,45.37479932,2.703153552,39.50105711,2.964446215
HM1T10,48.63150578,3.570530995,10/16/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/22/2022,148,52.12195734,3.110253567,48.63150578,3.346786823
HM1T2,48.63150578,3.721867816,10/13/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/23/2022,148,55.86293069,3.044969764,55.86293069,3.272848422
HM1T2,34.38766752,2.402518453,6/14/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/23/2022,160,26.06097867,2.280209462,34.38766752,2.230761499
HM1T3,48.63150578,3.913551125,10/10/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/22/2022,94,42.33618475,4.159301047,42.33618475,4.341943873
HM1T3,34.38766752,2.48141705,6/11/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/22/2022,40,32.0848283,2.662054545,34.38766752,2.575311968
HM1T3,48.63150578,2.983705477,8/15/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/22/2022,98,48.63150578,3.465736219,48.63150578,3.20821526
HM1T4,79.00211422,2.614584519,10/9/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/22/2022,14,34.38766752,2.489530485,79.00211422,2.78451969
HM1T4,26.06097867,3.009055917,6/11/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/22/2022,15,16.04241415,2.826031287,21.16809238,2.772812617
HM1T5,68.77533504,2.388376807,6/12/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/23/2022,6,48.63150578,2.271682188,68.77533504,2.424981391
HM1T5,68.77533504,2.84849236,9/26/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/23/2022,17,24.31575289,2.922875935,24.31575289,2.778224115
HM1T6,39.50105711,3.675658653,6/11/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/22/2022,30,39.50105711,2.875391297,39.50105711,3.088634779
HM1T6,45.37479932,4.279646624,9/22/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/22/2022,59,42.33618475,3.513297213,45.37479932,3.668431108
HM1T7,52.12195734,2.630699651,9/22/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/23/2022,3,19.75052856,2.64620299,19.75052856,2.592884705
HM1T7,19.75052856,2.384630551,6/3/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/23/2022,5,9.875264278,2.601634188,18.42789474,2.439179311
HM1T8,55.86293069,4.732569865,10/15/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/23/2022,74,55.86293069,4.639491145,55.86293069,4.790579894
HM1T8,36.85578948,2.86731067,6/3/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/23/2022,14,36.85578948,3.756115052,39.50105711,3.103831682
HM1T9,45.37479932,3.154413316,6/11/2022,Temnothorax_adustus,Huachuca_Mountains_AZ,5/23/2022,74,45.37479932,3.343872896,45.37479932,3.387438221
